Student_ID,Student_Query,Priority
S4660,Fee payment issue before deadline,High
S4661,Bonafide certificate request,Medium
S4662,Library timings inquiry,Low
S4663,Fee payment issue before deadline,High
S4664,Event information query,Low
S4665,Internship letter request,Medium
S4666,Campus map request,Low
S4667,Library timings inquiry,Low
S4668,Fee payment issue before deadline,High
S4669,Fee payment issue before deadline,High
S4670,Hall ticket not generated before exam,High
S4671,Elective subject change request,Medium
S4672,Library access issue,Medium
S4673,Event information query,Low
S4674,Event information query,Low
S4675,Event information query,Low
S4676,Library access issue,Medium
S4677,Library access issue,Medium
S4678,Campus map request,Low
S4679,Elective subject change request,Medium
S4680,Hostel accommodation query,Medium
S4681,Missed exam due to medical emergency,High
S4682,Library timings inquiry,Low
S4683,Website navigation help,Low
S4684,Library access issue,Medium
S4685,Fee payment issue before deadline,High
S4686,Exam result not published,High
S4687,Exam result not published,High
S4688,Library timings inquiry,Low
S4689,Bonafide certificate request,Medium
S4690,Website navigation help,Low
S4691,Missed exam due to medical emergency,High
S4692,Elective subject change request,Medium
S4693,Website navigation help,Low
S4694,Campus map request,Low
S4695,Internship letter request,Medium
S4696,Academic calendar request,Low
S4697,Library timings inquiry,Low
S4698,Scholarship not credited,High
S4699,Hall ticket not generated before exam,High
S4700,Elective subject change request,Medium
S4701,Academic calendar request,Low
S4702,Hall ticket not generated before exam,High
S4703,Academic calendar request,Low
S4704,Missed exam due to medical emergency,High
S4705,Event information query,Low
S4706,Fee payment issue before deadline,High
S4707,Fee payment issue before deadline,High
S4708,Academic calendar request,Low
S4709,Exam result not published,High
S4710,Website navigation help,Low
S4711,Internship letter request,Medium
S4712,Internship letter request,Medium
S4713,Exam result not published,High
S4714,Bonafide certificate request,Medium
S4715,Missed exam due to medical emergency,High
S4716,Elective subject change request,Medium
S4717,Hostel accommodation query,Medium
S4718,Website navigation help,Low
S4719,Elective subject change request,Medium
S4720,Hostel accommodation query,Medium
S4721,Hall ticket not generated before exam,High
S4722,Hall ticket not generated before exam,High
S4723,Hall ticket not generated before exam,High
S4724,Fee payment issue before deadline,High
S4725,Academic calendar request,Low
S4726,Library timings inquiry,Low
S4727,Elective subject change request,Medium
S4728,Library timings inquiry,Low
S4729,Event information query,Low
S4730,Scholarship not credited,High
S4731,Elective subject change request,Medium
S4732,Exam result not published,High
S4733,Website navigation help,Low
S4734,Fee payment issue before deadline,High
S4735,Campus map request,Low
S4736,Missed exam due to medical emergency,High
S4737,Bonafide certificate request,Medium
S4738,Library timings inquiry,Low
S4739,Website navigation help,Low
S4740,Scholarship not credited,High
S4741,Scholarship not credited,High
S4742,Website navigation help,Low
S4743,Scholarship not credited,High
S4744,Scholarship not credited,High
S4745,Fee payment issue before deadline,High
S4746,Bonafide certificate request,Medium
S4747,Library access issue,Medium
S4748,Hostel accommodation query,Medium
S4749,Hostel accommodation query,Medium
S4750,Event information query,Low
S4751,Academic calendar request,Low
S4752,Elective subject change request,Medium
S4753,Exam result not published,High
S4754,Campus map request,Low
S4755,Bonafide certificate request,Medium
S4756,Internship letter request,Medium
S4757,Fee payment issue before deadline,High
S4758,Fee payment issue before deadline,High
S4759,Library access issue,Medium
S4760,Library timings inquiry,Low
S4761,Exam result not published,High
S4762,Bonafide certificate request,Medium
S4763,Fee payment issue before deadline,High
S4764,Hostel accommodation query,Medium
S4765,Campus map request,Low
S4766,Hall ticket not generated before exam,High
S4767,Academic calendar request,Low
S4768,Bonafide certificate request,Medium
S4769,Fee payment issue before deadline,High
S4770,Fee payment issue before deadline,High
S4771,Fee payment issue before deadline,High
S4772,Exam result not published,High
S4773,Scholarship not credited,High
S4774,Campus map request,Low
S4775,Academic calendar request,Low
S4776,Exam result not published,High
S4777,Hostel accommodation query,Medium
S4778,Internship letter request,Medium
S4779,Event information query,Low
S4780,Bonafide certificate request,Medium
S4781,Exam result not published,High
S4782,Bonafide certificate request,Medium
S4783,Event information query,Low
S4784,Event information query,Low
S4785,Library timings inquiry,Low
S4786,Scholarship not credited,High
S4787,Campus map request,Low
S4788,Scholarship not credited,High
S4789,Library access issue,Medium
S4790,Library timings inquiry,Low
S4791,Internship letter request,Medium
S4792,Fee payment issue before deadline,High
S4793,Bonafide certificate request,Medium
S4794,Bonafide certificate request,Medium
S4795,Internship letter request,Medium
S4796,Hostel accommodation query,Medium
S4797,Event information query,Low
S4798,Internship letter request,Medium
S4799,Scholarship not credited,High
S4800,Event information query,Low
S4801,Event information query,Low
S4802,Elective subject change request,Medium
S4803,Missed exam due to medical emergency,High
S4804,Missed exam due to medical emergency,High
S4805,Library timings inquiry,Low
S4806,Fee payment issue before deadline,High
S4807,Library access issue,Medium
S4808,Exam result not published,High
S4809,Missed exam due to medical emergency,High
S4810,Website navigation help,Low
S4811,Internship letter request,Medium
S4812,Hostel accommodation query,Medium
S4813,Library timings inquiry,Low
S4814,Hostel accommodation query,Medium
S4815,Fee payment issue before deadline,High
S4816,Exam result not published,High
S4817,Internship letter request,Medium
S4818,Campus map request,Low
S4819,Event information query,Low
S4820,Hostel accommodation query,Medium
S4821,Internship letter request,Medium
S4822,Library access issue,Medium
S4823,Hall ticket not generated before exam,High
S4824,Exam result not published,High
S4825,Campus map request,Low
S4826,Internship letter request,Medium
S4827,Missed exam due to medical emergency,High
S4828,Exam result not published,High
S4829,Website navigation help,Low
S4830,Library timings inquiry,Low
S4831,Website navigation help,Low
S4832,Library access issue,Medium
S4833,Website navigation help,Low
S4834,Campus map request,Low
S4835,Hall ticket not generated before exam,High
S4836,Library timings inquiry,Low
S4837,Library access issue,Medium
S4838,Elective subject change request,Medium
S4839,Event information query,Low
S4840,Internship letter request,Medium
S4841,Scholarship not credited,High
S4842,Library access issue,Medium
S4843,Exam result not published,High
S4844,Website navigation help,Low
S4845,Hostel accommodation query,Medium
S4846,Bonafide certificate request,Medium
S4847,Internship letter request,Medium
S4848,Internship letter request,Medium
S4849,Event information query,Low
S4850,Elective subject change request,Medium
S4851,Exam result not published,High
S4852,Website navigation help,Low
S4853,Hall ticket not generated before exam,High
S4854,Internship letter request,Medium
S4855,Website navigation help,Low
S4856,Fee payment issue before deadline,High
S4857,Academic calendar request,Low
S4858,Campus map request,Low
S4859,Elective subject change request,Medium
S4860,Exam result not published,High
S4861,Hall ticket not generated before exam,High
S4862,Elective subject change request,Medium
S4863,Campus map request,Low
S4864,Exam result not published,High
S4865,Elective subject change request,Medium
S4866,Internship letter request,Medium
S4867,Exam result not published,High
S4868,Fee payment issue before deadline,High
S4869,Bonafide certificate request,Medium
S4870,Academic calendar request,Low
S4871,Scholarship not credited,High
S4872,Library access issue,Medium
S4873,Hall ticket not generated before exam,High
S4874,Bonafide certificate request,Medium
S4875,Campus map request,Low
S4876,Library timings inquiry,Low
S4877,Bonafide certificate request,Medium
S4878,Library access issue,Medium
S4879,Exam result not published,High
S4880,Library access issue,Medium
S4881,Academic calendar request,Low
S4882,Hall ticket not generated before exam,High
S4883,Library timings inquiry,Low
S4884,Academic calendar request,Low
S4885,Academic calendar request,Low
S4886,Hostel accommodation query,Medium
S4887,Hall ticket not generated before exam,High
S4888,Academic calendar request,Low
S4889,Library timings inquiry,Low
S4890,Internship letter request,Medium
S4891,Fee payment issue before deadline,High
S4892,Fee payment issue before deadline,High
S4893,Internship letter request,Medium
S4894,Internship letter request,Medium
S4895,Exam result not published,High
S4896,Campus map request,Low
S4897,Elective subject change request,Medium
S4898,Bonafide certificate request,Medium
S4899,Campus map request,Low
S4900,Fee payment issue before deadline,High
S4901,Campus map request,Low
S4902,Internship letter request,Medium
S4903,Website navigation help,Low
S4904,Internship letter request,Medium
S4905,Website navigation help,Low
S4906,Bonafide certificate request,Medium
S4907,Library timings inquiry,Low
S4908,Bonafide certificate request,Medium
S4909,Campus map request,Low
S4910,Internship letter request,Medium
S4911,Hall ticket not generated before exam,High
S4912,Internship letter request,Medium
S4913,Website navigation help,Low
S4914,Elective subject change request,Medium
S4915,Internship letter request,Medium
S4916,Event information query,Low
S4917,Bonafide certificate request,Medium
S4918,Library timings inquiry,Low
S4919,Event information query,Low
S4920,Academic calendar request,Low
S4921,Scholarship not credited,High
S4922,Library access issue,Medium
S4923,Campus map request,Low
S4924,Bonafide certificate request,Medium
S4925,Bonafide certificate request,Medium
S4926,Academic calendar request,Low
S4927,Hall ticket not generated before exam,High
S4928,Website navigation help,Low
S4929,Library access issue,Medium
S4930,Exam result not published,High
S4931,Library timings inquiry,Low
S4932,Library timings inquiry,Low
S4933,Elective subject change request,Medium
